frame,x,y,conf,detected
898,276.78,235.44,0.00,0
899,,,0.00,0
900,,,0.00,0
901,,,0.00,0
902,123.00,235.00,0.67,1
903,90.00,233.00,0.72,1
904,67.00,234.00,0.77,1
905,42.00,234.00,0.79,1
906,38.00,231.00,0.71,1
907,49.00,232.00,0.81,1
908,65.00,231.00,0.82,1
909,100.00,230.00,0.87,1
910,140.00,230.00,0.88,1
911,199.00,230.00,0.85,1
912,243.00,230.00,0.86,1
913,300.00,229.00,0.81,1
914,358.00,229.00,0.77,1
915,559.00,219.00,0.68,1
916,459.00,226.00,0.70,1
917,518.00,227.00,0.83,1
918,527.50,225.00,0.00,0
919,537.00,223.00,0.66,1
920,531.00,223.00,0.76,1
921,508.00,227.00,0.79,1
922,464.00,229.00,0.80,1
923,420.00,228.00,0.77,1
924,357.00,229.00,0.72,1
925,298.00,227.00,0.78,1
926,253.00,225.00,0.78,1
927,195.00,227.00,0.86,1
928,128.00,227.00,0.85,1
929,76.00,227.00,0.88,1
930,32.00,227.00,0.84,1
931,10.00,224.00,0.81,1
932,7.50,224.00,0.00,0
933,5.00,224.00,0.69,1
934,9.00,224.00,0.71,1
935,27.00,225.00,0.83,1
936,73.00,225.00,0.00,0
937,119.00,225.00,0.74,1
938,188.00,221.00,0.87,1
939,246.00,223.00,0.85,1
940,299.00,222.00,0.83,1
941,342.00,220.00,0.76,1
942,376.00,220.00,0.78,1
943,393.00,221.00,0.81,1
944,398.00,221.00,0.78,1
945,391.00,223.00,0.80,1
946,378.00,222.00,0.76,1
947,344.00,222.00,0.80,1
948,308.00,222.00,0.82,1
949,260.00,221.00,0.85,1
950,227.00,223.00,0.86,1
951,188.00,224.00,0.87,1
952,160.00,226.00,0.86,1
953,136.00,229.00,0.86,1
954,113.00,229.00,0.87,1
955,101.00,229.00,0.84,1
956,103.00,229.00,0.83,1
957,112.00,228.00,0.86,1
958,129.00,229.00,0.86,1
959,152.00,230.00,0.83,1
960,195.80,230.40,0.00,0
961,239.60,230.80,0.00,0
962,283.40,231.20,0.00,0
963,327.20,231.60,0.00,0
964,371.00,232.00,0.72,1
965,394.00,228.00,0.84,1
966,419.00,228.00,0.81,1
967,426.00,228.00,0.84,1
968,425.00,229.00,0.79,1
969,416.00,231.00,0.77,1
970,392.00,232.00,0.68,1
971,351.00,232.00,0.00,0
972,310.00,232.00,0.00,0
973,269.00,232.00,0.71,1
974,232.00,232.00,0.00,0
975,195.00,232.00,0.85,1
976,147.00,231.00,0.83,1
977,98.00,231.00,0.86,1
978,63.00,232.00,0.80,1
979,17.00,234.00,0.78,1
980,549.00,224.00,0.70,1
981,569.50,219.00,0.00,0
982,590.00,214.00,0.74,1
983,4.00,224.00,0.66,1
984,9.00,231.00,0.70,1
985,27.00,229.00,0.87,1
986,61.00,229.00,0.88,1
987,93.00,229.00,0.88,1
988,129.00,231.00,0.80,1
989,158.00,230.00,0.81,1
990,205.00,232.00,0.75,1
991,244.25,232.75,0.00,0
992,283.50,233.50,0.00,0
993,322.75,234.25,0.00,0
994,362.00,235.00,0.66,1
995,361.67,235.00,0.00,0
996,361.33,235.00,0.00,0
997,361.00,235.00,0.65,1
998,323.33,234.17,0.00,0
999,285.67,233.33,0.00,0
1000,248.00,232.50,0.00,0
1001,210.33,231.67,0.00,0
1002,172.67,230.83,0.00,0
1003,135.00,230.00,0.67,1
1004,93.00,232.00,0.81,1
1005,45.00,232.00,0.85,1
1006,27.00,233.00,0.00,0
1007,9.00,234.00,0.66,1
1008,7.00,233.00,0.72,1
1009,13.00,234.00,0.71,1
1010,33.00,233.00,0.84,1
1011,59.00,233.00,0.73,1
1012,98.00,234.00,0.72,1
1013,139.00,235.00,0.74,1
1014,598.00,213.00,0.67,1
1015,603.00,214.00,0.71,1
1016,567.40,218.40,0.00,0
1017,531.80,222.80,0.00,0
1018,496.20,227.20,0.00,0
1019,460.60,231.60,0.00,0
1020,425.00,236.00,0.69,1
1021,435.00,235.50,0.00,0
1022,445.00,235.00,0.67,1
1023,437.00,236.00,0.70,1
1024,415.29,236.00,0.00,0
1025,393.57,236.00,0.00,0
1026,371.86,236.00,0.00,0
1027,350.14,236.00,0.00,0
1028,328.43,236.00,0.00,0
1029,,,0.00,0
1030,285.00,236.00,0.69,1
1031,262.00,236.00,0.81,1
1032,246.00,236.00,0.67,1
1033,225.00,237.00,0.66,1
1034,214.00,236.00,0.78,1
1035,210.00,236.00,0.73,1
1036,211.00,237.00,0.71,1
1037,214.00,237.00,0.74,1
1038,232.00,240.50,0.00,0
1039,250.00,244.00,0.72,1
1040,281.20,236.40,0.00,0
1041,312.40,228.80,0.00,0
1042,343.60,221.20,0.00,0
1043,374.80,213.60,0.00,0
1044,406.00,206.00,0.71,1
1045,415.05,206.86,0.00,0
1046,424.09,207.73,0.00,0
1047,433.14,208.59,0.00,0
1048,442.18,209.45,0.00,0
1049,451.23,210.32,0.00,0
1050,,,0.00,0
1051,,,0.00,0
1052,,,0.00,0
1053,,,0.00,0
1054,,,0.00,0
1055,,,0.00,0
1056,,,0.00,0
1057,,,0.00,0
1058,,,0.00,0
1059,,,0.00,0
1060,,,0.00,0
1061,,,0.00,0
1062,,,0.00,0
1063,,,0.00,0
1064,,,0.00,0
1065,,,0.00,0
1066,605.00,225.00,0.73,1
1067,519.29,224.43,0.00,0
1068,433.57,223.86,0.00,0
1069,347.86,223.29,0.00,0
1070,262.14,222.71,0.00,0
1071,176.43,222.14,0.00,0
1072,,,0.00,0
1073,5.00,221.00,0.71,1
1074,21.50,222.00,0.00,0
1075,38.00,223.00,0.81,1
1076,63.00,220.00,0.88,1
1077,108.00,218.00,0.85,1
1078,148.00,215.00,0.81,1
1079,190.00,215.00,0.89,1
1080,231.00,217.00,0.81,1
1081,261.00,215.00,0.84,1
1082,295.00,215.00,0.86,1
1083,323.00,214.00,0.84,1
1084,340.00,214.00,0.82,1
1085,492.00,249.00,0.74,1
1086,362.00,215.00,0.87,1
1087,361.00,213.00,0.87,1
1088,491.00,249.00,0.74,1
1089,335.00,212.00,0.81,1
1090,309.00,213.00,0.78,1
1091,273.00,213.00,0.80,1
1092,246.00,216.00,0.79,1
1093,200.00,217.00,0.83,1
1094,160.00,215.00,0.75,1
1095,118.00,216.00,0.77,1
1096,75.00,209.00,0.84,1
1097,127.00,214.00,0.00,0
1098,179.00,219.00,0.00,0
1099,231.00,224.00,0.00,0
1100,283.00,229.00,0.00,0
1101,335.00,234.00,0.00,0
1102,,,0.00,0
1103,,,0.00,0
1104,491.00,249.00,0.71,1
1105,491.00,248.50,0.00,0
1106,491.00,248.00,0.67,1
1107,490.00,248.00,0.67,1
1108,489.00,248.00,0.69,1
1109,491.00,249.00,0.72,1
1110,490.00,249.00,0.72,1
1111,491.00,250.00,0.74,1
1112,492.00,249.00,0.74,1
1113,370.50,241.00,0.00,0
1114,249.00,233.00,0.00,0
1115,127.50,225.00,0.00,0
1116,6.00,217.00,0.70,1
1117,23.00,224.00,0.83,1
1118,49.00,221.00,0.79,1
1119,91.00,223.00,0.88,1
1120,130.00,225.00,0.86,1
1121,169.00,226.00,0.89,1
1122,207.00,226.00,0.81,1
1123,245.00,226.00,0.78,1
1124,276.00,228.00,0.83,1
1125,303.00,225.00,0.78,1
1126,318.00,224.00,0.81,1
1127,335.00,223.00,0.80,1
1128,345.00,224.00,0.84,1
1129,344.00,225.00,0.88,1
1130,338.00,223.00,0.81,1
1131,326.00,224.00,0.80,1
1132,309.00,224.00,0.84,1
1133,281.00,220.00,0.83,1
1134,254.00,220.00,0.86,1
1135,221.00,219.00,0.89,1
1136,187.00,220.00,0.89,1
1137,152.00,220.00,0.85,1
1138,126.00,217.00,0.87,1
1139,96.00,216.00,0.74,1
1140,85.00,216.00,0.80,1
1141,74.00,217.00,0.86,1
1142,75.00,214.00,0.89,1
1143,85.00,212.00,0.82,1
1144,97.00,212.00,0.79,1
1145,117.00,212.00,0.81,1
1146,144.00,216.00,0.81,1
1147,182.00,212.00,0.86,1
1148,218.00,213.00,0.84,1
1149,255.00,211.00,0.75,1
1150,304.00,210.00,0.83,1
1151,345.00,209.00,0.81,1
1152,381.00,213.00,0.85,1
1153,413.00,209.00,0.80,1
1154,448.00,208.00,0.81,1
1155,486.00,212.00,0.70,1
1156,489.00,230.50,0.00,0
1157,492.00,249.00,0.67,1
1158,323.00,248.00,0.66,1
1159,417.50,233.50,0.00,0
1160,512.00,219.00,0.73,1
1161,488.00,227.00,0.75,1
1162,470.00,229.00,0.80,1
1163,433.00,229.00,0.81,1
1164,403.00,232.00,0.77,1
1165,367.00,232.00,0.72,1
1166,321.00,231.00,0.00,0
1167,275.00,230.00,0.00,0
1168,229.00,229.00,0.86,1
1169,170.00,228.00,0.87,1
1170,92.00,225.00,0.88,1
1171,84.80,224.80,0.00,0
1172,77.60,224.60,0.00,0
1173,70.40,224.40,0.00,0
1174,63.20,224.20,0.00,0
1175,56.00,224.00,0.00,0
1176,,,0.00,0
1177,,,0.00,0
1178,,,0.00,0
1179,,,0.00,0
1180,20.00,223.00,0.80,1
1181,70.00,224.00,0.75,1
1182,133.00,222.00,0.69,1
1183,194.00,218.00,0.75,1
1184,248.00,221.00,0.70,1
1185,287.00,219.00,0.87,1
1186,324.00,220.00,0.80,1
1187,355.00,220.00,0.77,1
1188,367.00,219.00,0.78,1
1189,366.00,221.00,0.71,1
1190,350.00,221.00,0.80,1
1191,326.00,220.00,0.77,1
1192,291.00,221.00,0.76,1
1193,246.00,222.00,0.85,1
1194,194.00,218.00,0.76,1
1195,124.00,218.00,0.88,1
1196,43.00,219.00,0.80,1
1197,5.00,215.00,0.66,1
1198,8.82,215.55,0.00,0
1199,12.64,216.09,0.00,0
1200,16.45,216.64,0.00,0
1201,20.27,217.18,0.00,0
1202,24.09,217.73,0.00,0
1203,,,0.00,0
1204,,,0.00,0
1205,,,0.00,0
1206,,,0.00,0
1207,,,0.00,0
1208,47.00,221.00,0.84,1
1209,88.00,223.00,0.74,1
1210,122.00,223.00,0.88,1
1211,165.00,226.00,0.86,1
1212,199.00,228.00,0.88,1
1213,239.00,228.00,0.82,1
1214,277.00,229.00,0.83,1
1215,311.00,228.00,0.81,1
1216,340.00,231.00,0.78,1
1217,364.00,230.00,0.82,1
1218,384.00,229.00,0.80,1
1219,394.00,229.00,0.80,1
1220,395.00,229.00,0.82,1
1221,385.00,227.00,0.77,1
1222,362.00,226.00,0.79,1
1223,338.00,225.00,0.84,1
1224,318.00,222.00,0.78,1
1225,267.00,224.00,0.88,1
1226,218.00,221.00,0.87,1
1227,163.00,215.00,0.74,1
1228,492.00,248.00,0.67,1
1229,283.00,229.00,0.00,0
1230,74.00,210.00,0.66,1
1231,170.50,213.50,0.00,0
1232,267.00,217.00,0.00,0
1233,363.50,220.50,0.00,0
1234,460.00,224.00,0.66,1
1235,74.00,210.00,0.65,1
1236,74.00,210.00,0.65,1
1237,74.00,210.00,0.00,0
1238,74.00,210.00,0.00,0
1239,74.00,210.00,0.00,0
1240,74.00,210.00,0.00,0
1241,74.00,210.00,0.00,0
1242,,,0.00,0
1243,74.00,210.00,0.68,1
1244,74.00,210.25,0.00,0
1245,74.00,210.50,0.00,0
1246,74.00,210.75,0.00,0
1247,74.00,211.00,0.66,1
1248,74.00,210.80,0.00,0
1249,74.00,210.60,0.00,0
1250,74.00,210.40,0.00,0
1251,74.00,210.20,0.00,0
1252,74.00,210.00,0.67,1
1253,74.00,210.00,0.00,0
1254,74.00,210.00,0.00,0
1255,74.00,210.00,0.00,0
1256,74.00,210.00,0.00,0
1257,74.00,210.00,0.00,0
1258,74.00,210.00,0.65,1
1259,74.00,210.00,0.00,0
1260,74.00,210.00,0.00,0
1261,74.00,210.00,0.68,1
1262,74.00,210.50,0.00,0
1263,74.00,211.00,0.67,1
1264,74.00,210.00,0.67,1
1265,202.33,215.67,0.00,0
1266,330.67,221.33,0.00,0
1267,459.00,227.00,0.67,1
1268,74.00,210.00,0.66,1
1269,74.00,210.00,0.00,0
1270,74.00,210.00,0.00,0
1271,74.00,210.00,0.66,1
1272,74.00,210.00,0.66,1
1273,74.00,210.20,0.00,0
1274,74.00,210.40,0.00,0
1275,74.00,210.60,0.00,0
1276,74.00,210.80,0.00,0
1277,74.00,211.00,0.66,1
1278,74.00,210.00,0.65,1
1279,74.00,210.00,0.00,0
1280,74.00,210.00,0.00,0
1281,74.00,210.00,0.67,1
1282,74.00,210.00,0.00,0
1283,74.00,210.00,0.67,1
1284,74.00,210.00,0.00,0
1285,74.00,210.00,0.00,0
1286,74.00,210.00,0.00,0
1287,74.00,210.00,0.00,0
1288,74.00,210.00,0.67,1
1289,74.00,210.00,0.00,0
1290,74.00,210.00,0.00,0
1291,74.00,210.00,0.00,0
1292,74.00,210.00,0.00,0
1293,74.00,210.00,0.00,0
1294,74.00,210.00,0.67,1
1295,74.00,210.00,0.00,0
1296,74.00,210.00,0.68,1
1297,74.00,210.00,0.66,1
1298,75.00,211.00,0.67,1
1299,74.50,210.50,0.00,0
1300,74.00,210.00,0.67,1
1301,74.00,210.00,0.00,0
1302,74.00,210.00,0.69,1
1303,74.00,210.00,0.66,1
1304,74.00,210.00,0.67,1
